order_item_id,order_id,product_id,quantity,unit_price,discount
OI0000043,O000015,P00566,1,134160.84,0.05
OI0000044,O000015,P00196,1,73542.2,0.05
OI0000045,O000015,P00899,1,5164.08,0.2
OI0000046,O000016,P00662,1,48317.64,0.0
OI0000047,O000016,P00289,1,129543.41,0.0
OI0000048,O000017,P00655,1,68874.79,0.0
OI0000049,O000017,P00566,2,134160.84,0.0
OI0000050,O000017,P00119,1,81712.85,0.05
OI0000051,O000018,P00209,2,109659.13,0.0
OI0000052,O000018,P00407,3,81527.28,0.15
OI0000053,O000018,P00871,2,19906.3,0.15
OI0000054,O000018,P00891,1,174077.71,0.1
OI0000055,O000019,P00821,2,7383.86,0.0
OI0000056,O000020,P00728,1,57075.2,0.05
OI0000057,O000020,P00898,1,84586.43,0.1
OI0000058,O000021,P00067,1,132240.55,0.0
OI0000059,O000021,P00428,2,55662.2,0.1
OI0000060,O000021,P00969,2,2350.48,0.0
OI0000061,O000021,P00293,2,34452.59,0.0
OI0000062,O000022,P00225,1,108410.55,0.05
OI0000063,O000023,P00323,1,179384.46,0.0
OI0000064,O000024,P00057,1,59626.77,0.05
OI0000065,O000024,P00316,1,135172.05,0.0
OI0000066,O000025,P00991,2,23915.69,0.05
OI0000067,O000025,P00885,1,58744.96,0.0
OI0000068,O000025,P00032,1,64116.03,0.0
OI0000069,O000026,P00985,1,59099.93,0.05
OI0000070,O000027,P00213,1,101578.05,0.05
OI0000071,O000027,P00065,3,75812.67,0.05
OI0000072,O000027,P00346,3,7077.8,0.1
OI0000073,O000027,P00763,1,170082.68,0.0
OI0000074,O000028,P00052,1,135194.49,0.1
OI0000075,O000028,P00059,3,71024.04,0.0
OI0000076,O000028,P00129,1,71488.65,0.15
OI0000077,O000028,P00583,1,120355.77,0.0
OI0000078,O000029,P00615,3,43341.29,0.15
OI0000079,O000029,P00456,2,119900.15,0.0
OI0000080,O000030,P00943,3,82650.95,0.15
OI0000081,O000030,P00319,1,32423.32,0.05
OI0000082,O000030,P00951,1,15312.97,0.0
OI0000083,O000030,P00585,1,6567.95,0.15
OI0000084,O000031,P00493,2,14191.8,0.0
OI0000085,O000031,P00487,3,189512.65,0.0
OI0000086,O000032,P00629,1,28951.67,0.0
OI0000087,O000033,P00364,1,144986.85,0.05
OI0000088,O000034,P00506,3,68386.66,0.1
OI0000089,O000034,P00402,1,43825.0,0.15
OI0000090,O000035,P00141,3,197424.53,0.0
OI0000091,O000035,P00548,3,122894.97,0.15
OI0000092,O000036,P00921,1,1423.46,0.15
OI0000093,O000036,P00727,1,10520.15,0.05
OI0000094,O000036,P00713,1,240459.7,0.0
OI0000095,O000036,P00263,2,36986.16,0.0
OI0000096,O000037,P00840,1,97295.77,0.0
OI0000097,O000037,P00639,1,41111.65,0.0
OI0000098,O000037,P00057,1,59626.77,0.0
OI0000099,O000038,P00410,2,162870.15,0.0
OI0000100,O000038,P00091,3,93060.64,0.1
OI0000101,O000038,P00164,1,2662.66,0.1
OI0000102,O000038,P00760,1,114700.64,0.0
OI0000103,O000039,P00145,2,54512.81,0.1
OI0000104,O000039,P00046,1,53143.36,0.0
OI0000105,O000039,P00396,1,35368.51,0.0
OI0000106,O000039,P00471,2,7056.33,0.0
OI0000107,O000040,P00329,2,5870.04,0.1
OI0000108,O000040,P00646,2,143367.09,0.2
OI0000109,O000040,P00629,3,28951.67,0.0
OI0000110,O000040,P00773,3,33885.49,0.05
OI0000111,O000041,P00411,3,56028.14,0.0
OI0000112,O000041,P00902,2,53249.02,0.0
OI0000113,O000041,P00315,2,88659.22,0.05
OI0000114,O000042,P00687,1,101757.5,0.1
OI0000115,O000043,P00220,3,93551.31,0.1
OI0000116,O000044,P00248,2,220987.19,0.0
OI0000117,O000044,P00809,2,144230.04,0.2
OI0000118,O000045,P00126,1,54952.95,0.1
OI0000119,O000045,P00651,3,143668.47,0.0
OI0000120,O000045,P00129,1,71488.65,0.0
OI0000121,O000046,P00282,3,39757.95,0.0
OI0000122,O000046,P00523,1,84855.46,0.0
OI0000123,O000046,P00242,2,27244.45,0.15
OI0000124,O000047,P00614,1,92725.32,0.1
OI0000125,O000047,P00501,1,96854.65,0.0
OI0000126,O000047,P00716,2,205304.59,0.05
OI0000127,O000048,P00945,1,12690.76,0.0
OI0000128,O000048,P00663,3,163413.83,0.0
OI0000129,O000049,P00271,3,11311.86,0.1
OI0000130,O000049,P00987,1,140039.9,0.0
OI0000131,O000049,P00476,1,134201.72,0.0
OI0000132,O000049,P00156,1,210192.64,0.0
OI0000133,O000050,P00352,3,24345.81,0.1
OI0000134,O000050,P00243,1,2241.01,0.0
OI0000135,O000050,P00913,1,33229.43,0.1
OI0000136,O000051,P00106,1,17141.87,0.05
OI0000137,O000052,P00169,1,2521.67,0.0
OI0000138,O000052,P00078,1,87470.99,0.1
OI0000139,O000052,P00207,2,17314.34,0.0
OI0000140,O000053,P00090,1,14432.7,0.1
OI0000141,O000053,P00542,1,126688.21,0.1
OI0000142,O000053,P00079,2,104905.36,0.0
OI0000143,O000054,P00769,1,38028.7,0.1
OI0000144,O000054,P00666,3,153879.41,0.2
OI0000145,O000054,P00620,1,143440.79,0.05
OI0000146,O000054,P00128,3,54460.31,0.0
OI0000147,O000055,P00480,3,39070.4,0.0
OI0000148,O000055,P00099,1,179372.31,0.1
OI0000149,O000055,P00212,1,120650.83,0.1
OI0000150,O000056,P00280,1,155677.67,0.15
OI0000151,O000056,P00517,1,17496.58,0.0
OI0000152,O000057,P00634,1,30617.48,0.05
OI0000153,O000057,P00542,1,126688.21,0.0
OI0000154,O000058,P00381,2,30190.28,0.15
OI0000155,O000059,P00684,1,121976.67,0.0
OI0000156,O000059,P00850,1,96875.01,0.0
OI0000157,O000059,P00004,1,103898.37,0.05
OI0000158,O000060,P00955,3,23731.15,0.05
OI0000159,O000060,P00505,1,166205.23,0.0
OI0000160,O000060,P00134,2,10129.05,0.0
OI0000161,O000060,P00881,1,49933.72,0.05
OI0000162,O000061,P00772,1,29133.42,0.1
OI0000163,O000062,P00170,1,34909.66,0.05
OI0000164,O000062,P00661,2,36627.18,0.05
OI0000165,O000063,P00479,1,32092.3,0.0
OI0000166,O000063,P00707,1,12968.18,0.0
OI0000167,O000063,P00034,2,134713.87,0.0
OI0000168,O000064,P00023,1,84526.81,0.1
OI0000169,O000065,P00275,3,44173.52,0.0
OI0000170,O000066,P00823,3,91042.66,0.05
OI0000171,O000066,P00241,1,29772.71,0.0
OI0000172,O000066,P00453,3,187844.98,0.0
OI0000173,O000066,P00832,1,78029.37,0.0
OI0000174,O000067,P00650,1,34352.08,0.0
OI0000175,O000067,P00448,2,41319.53,0.0
OI0000176,O000067,P00016,1,10871.79,0.05
OI0000177,O000067,P00766,1,86286.75,0.0
OI0000178,O000068,P00858,1,65350.44,0.0
OI0000179,O000068,P00611,1,55051.4,0.0
OI0000180,O000068,P00551,1,55096.18,0.0
OI0000181,O000068,P00726,2,115194.03,0.0
OI0000182,O000069,P00948,2,1384.9,0.0
OI0000183,O000070,P00271,1,11311.86,0.15
OI0000184,O000071,P00569,2,18992.82,0.15
OI0000185,O000071,P00140,1,15648.47,0.05
OI0000186,O000071,P00691,1,172094.36,0.0
OI0000187,O000072,P00121,2,27208.64,0.1
OI0000188,O000072,P00390,1,35072.26,0.0
OI0000189,O000073,P00538,1,98037.6,0.0
OI0000190,O000074,P00723,1,26257.44,0.0
OI0000191,O000074,P00790,2,106219.8,0.0
OI0000192,O000074,P00078,1,87470.99,0.0
OI0000193,O000074,P00758,1,5997.55,0.0
OI0000194,O000075,P00130,1,11911.0,0.0
OI0000195,O000075,P00391,1,137628.3,0.0
OI0000196,O000076,P00819,2,57984.01,0.05
OI0000197,O000076,P00960,3,132430.59,0.0
OI0000198,O000076,P00712,3,138366.11,0.0
OI0000199,O000076,P00222,1,167838.31,0.15
OI0000200,O000077,P00297,3,14952.07,0.0
OI0000201,O000077,P00655,3,68874.79,0.0
OI0000202,O000077,P00118,1,1166.75,0.0
OI0000203,O000077,P00220,1,93551.31,0.1
OI0000204,O000078,P00340,2,81887.12,0.05
OI0000205,O000079,P00209,3,109659.13,0.0
OI0000206,O000079,P00025,1,12452.82,0.1
OI0000207,O000079,P00525,1,157258.39,0.15
OI0000208,O000079,P00348,3,245621.8,0.05
OI0000209,O000080,P00999,1,2899.91,0.05
OI0000210,O000080,P00684,1,121976.67,0.0
OI0000211,O000080,P00295,3,207074.81,0.0
OI0000212,O000081,P00331,1,13245.1,0.0
OI0000213,O000082,P00975,1,20268.3,0.2
OI0000214,O000082,P00529,1,110259.4,0.0
OI0000215,O000082,P00417,1,85359.35,0.1
OI0000216,O000083,P00069,3,22499.8,0.15
OI0000217,O000084,P00296,1,14094.84,0.0
OI0000218,O000084,P00226,1,96858.9,0.0
OI0000219,O000084,P00070,1,116039.06,0.0
OI0000220,O000085,P00640,2,103137.14,0.05
OI0000221,O000085,P00296,1,14094.84,0.0
OI0000222,O000085,P00666,2,153879.41,0.0
OI0000223,O000085,P00118,3,1166.75,0.0
OI0000224,O000086,P00004,3,103898.37,0.0
OI0000225,O000086,P00793,1,122918.43,0.0
OI0000226,O000086,P00135,1,52872.92,0.15
OI0000227,O000086,P00001,1,22094.06,0.0
OI0000228,O000087,P00799,3,50925.14,0.0
OI0000229,O000087,P00124,1,17063.43,0.0
OI0000230,O000087,P00942,1,67259.99,0.15
OI0000231,O000088,P00985,2,59099.93,0.05
OI0000232,O000088,P00954,3,36784.8,0.05
OI0000233,O000088,P00922,2,107848.47,0.1
OI0000234,O000089,P00154,2,29056.84,0.0
OI0000235,O000089,P00739,1,86604.36,0.0
OI0000236,O000090,P00583,3,120355.77,0.0
OI0000237,O000091,P00386,1,8046.6,0.05
OI0000238,O000091,P00545,2,17013.83,0.15
OI0000239,O000092,P00864,3,3977.56,0.1
OI0000240,O000092,P00576,2,4267.16,0.1
OI0000241,O000093,P00246,3,4439.82,0.0
OI0000242,O000094,P00819,2,57984.01,0.05
OI0000243,O000095,P00965,1,116901.7,0.1
OI0000244,O000095,P00671,1,3247.45,0.15
OI0000245,O000096,P00660,2,102559.7,0.0
OI0000246,O000097,P00650,1,34352.08,0.1
OI0000247,O000097,P00975,1,20268.3,0.2
OI0000248,O000097,P00519,1,88199.54,0.0
OI0000249,O000098,P00827,1,5426.88,0.0
OI0000250,O000099,P00308,1,7953.56,0.0
OI0000251,O000099,P00039,1,174358.64,0.05
OI0000252,O000100,P00922,1,107848.47,0.0
OI0000253,O000100,P00992,1,94868.99,0.1
OI0000254,O000100,P00192,1,4015.95,0.15
OI0000255,O000100,P00340,1,81887.12,0.0
OI0000256,O000101,P00381,1,30190.28,0.0
OI0000257,O000101,P00339,3,54668.79,0.0
OI0000258,O000102,P00544,1,29936.12,0.0
OI0000259,O000102,P00909,1,4528.63,0.15
OI0000260,O000102,P00872,1,32097.61,0.0
OI0000261,O000103,P00719,1,30480.74,0.0
OI0000262,O000103,P00614,3,92725.32,0.0
OI0000263,O000103,P00391,1,137628.3,0.0
OI0000264,O000104,P00579,1,95814.87,0.15
OI0000265,O000104,P00157,1,120935.3,0.0
OI0000266,O000105,P00068,3,90934.17,0.05
OI0000267,O000105,P00020,2,89268.86,0.0
OI0000268,O000105,P00981,1,40450.17,0.0
OI0000269,O000106,P00510,1,45226.5,0.1
OI0000270,O000107,P00311,1,6868.12,0.15
OI0000271,O000108,P00418,2,98981.04,0.15
OI0000272,O000109,P00912,3,20231.0,0.05
OI0000273,O000109,P00609,2,12839.89,0.0
OI0000274,O000110,P00353,1,65947.8,0.1
OI0000275,O000110,P00204,2,25236.95,0.0
OI0000276,O000110,P00758,1,5997.55,0.05
OI0000277,O000111,P00837,2,112121.29,0.05
OI0000278,O000111,P00680,1,155490.07,0.2
OI0000279,O000111,P00659,1,13132.35,0.05
OI0000280,O000112,P00911,1,32995.45,0.0
OI0000281,O000113,P00723,1,26257.44,0.0
OI0000282,O000114,P00113,3,137175.85,0.05
OI0000283,O000114,P00522,1,101429.59,0.0
OI0000284,O000115,P00390,1,35072.26,0.0
OI0000285,O000116,P00587,3,41170.02,0.2
OI0000286,O000116,P00742,3,3419.9,0.0
OI0000287,O000116,P00008,2,20846.97,0.0
OI0000288,O000116,P00840,2,97295.77,0.0
OI0000289,O000117,P00584,3,11680.2,0.0
OI0000290,O000117,P00363,1,96225.74,0.0
OI0000291,O000118,P00741,1,109508.66,0.05
OI0000292,O000119,P00997,1,49330.24,0.05
OI0000293,O000119,P00229,1,113301.61,0.0
OI0000294,O000120,P00823,1,91042.66,0.1
OI0000295,O000120,P00268,1,111822.33,0.0
OI0000296,O000120,P00433,1,97135.2,0.1
OI0000297,O000121,P00693,3,20471.62,0.1
OI0000298,O000121,P00253,3,33973.12,0.0
OI0000299,O000121,P00076,1,128008.31,0.05
OI0000300,O000121,P00342,2,38651.61,0.1
OI0000301,O000122,P00190,3,236927.24,0.0
OI0000302,O000123,P00406,3,3362.72,0.0
OI0000303,O000123,P00349,1,28270.11,0.0
OI0000304,O000123,P00270,3,61991.55,0.0
OI0000305,O000124,P00096,1,21671.98,0.05
OI0000306,O000124,P00068,1,90934.17,0.15
OI0000307,O000125,P00146,3,129389.21,0.0
OI0000308,O000126,P00846,2,10844.13,0.0
OI0000309,O000126,P00472,3,225468.58,0.05
OI0000310,O000126,P00952,1,42231.67,0.05
OI0000311,O000127,P00869,1,28483.86,0.05
OI0000312,O000127,P00498,1,14734.74,0.15
OI0000313,O000127,P00915,1,89344.11,0.0
OI0000314,O000128,P00727,1,10520.15,0.0
OI0000315,O000128,P00782,1,2855.82,0.0
OI0000316,O000128,P00612,1,122042.04,0.05
OI0000317,O000129,P00589,2,35914.44,0.05
OI0000318,O000129,P00193,2,102560.85,0.15
OI0000319,O000129,P00512,1,24609.83,0.1
OI0000320,O000129,P00449,1,99052.69,0.15
OI0000321,O000130,P00936,1,92047.98,0.0
OI0000322,O000130,P00237,1,36290.53,0.0
OI0000323,O000130,P00285,3,172289.68,0.15
OI0000324,O000130,P00072,2,80208.7,0.0
OI0000325,O000131,P00892,2,12041.16,0.0
OI0000326,O000132,P00728,3,57075.2,0.05
OI0000327,O000132,P00008,1,20846.97,0.0
OI0000328,O000132,P00908,3,115540.35,0.15
OI0000329,O000132,P00527,1,146739.83,0.05
OI0000330,O000133,P00222,1,167838.31,0.0
OI0000331,O000134,P00385,1,29259.09,0.0
OI0000332,O000134,P00853,1,59076.19,0.0
OI0000333,O000134,P00199,1,111569.26,0.2
OI0000334,O000134,P00838,3,58601.7,0.15
OI0000335,O000135,P00879,2,33735.23,0.0
OI0000336,O000135,P00305,1,51120.24,0.15
OI0000337,O000135,P00434,1,95887.44,0.0
OI0000338,O000135,P00626,1,2593.89,0.15
OI0000339,O000136,P00972,1,104984.2,0.2
OI0000340,O000136,P00026,1,50009.85,0.05
OI0000341,O000136,P00850,1,96875.01,0.05
OI0000342,O000137,P00647,3,174946.38,0.0
OI0000343,O000137,P00339,1,54668.79,0.0
OI0000344,O000137,P00005,3,13097.01,0.15
OI0000345,O000137,P00170,2,34909.66,0.0
OI0000346,O000138,P00510,1,45226.5,0.0
OI0000347,O000138,P00808,1,14530.62,0.0
OI0000348,O000138,P00120,1,33268.51,0.05
OI0000349,O000139,P00123,1,45374.28,0.0
OI0000350,O000140,P00154,1,29056.84,0.05
OI0000351,O000140,P00200,1,1687.44,0.0
OI0000352,O000141,P00893,2,6744.51,0.05
OI0000353,O000141,P00953,3,5250.64,0.15
OI0000354,O000141,P00138,1,128664.69,0.0
OI0000355,O000142,P00322,1,1526.73,0.15
OI0000356,O000142,P00812,2,19946.68,0.15
OI0000357,O000142,P00942,1,67259.99,0.0
OI0000358,O000143,P00377,1,62896.83,0.0
OI0000359,O000143,P00974,1,43326.8,0.05
OI0000360,O000143,P00075,1,148022.07,0.0
OI0000361,O000144,P00656,1,3323.6,0.0
OI0000362,O000145,P00527,2,146739.83,0.15
OI0000363,O000145,P00295,1,207074.81,0.0
OI0000364,O000145,P00517,1,17496.58,0.1
OI0000365,O000145,P00223,3,39881.91,0.0
OI0000366,O000146,P00038,3,115679.37,0.0
OI0000367,O000147,P00358,1,14679.55,0.0
OI0000368,O000148,P00542,3,126688.21,0.0
OI0000369,O000148,P00058,2,54797.08,0.1
OI0000370,O000148,P00130,2,11911.0,0.0
OI0000371,O000149,P00758,3,5997.55,0.1
OI0000372,O000149,P00368,1,123112.38,0.1
OI0000373,O000149,P00152,2,16303.19,0.1
OI0000374,O000149,P00881,1,49933.72,0.1
OI0000375,O000150,P00485,2,148911.66,0.0
OI0000376,O000150,P00682,2,96736.12,0.0
OI0000377,O000150,P00731,2,15935.79,0.0
OI0000378,O000150,P00401,1,41041.03,0.2
OI0000379,O000151,P00088,1,91545.11,0.0
OI0000380,O000152,P00701,1,8604.39,0.0
OI0000381,O000152,P00186,1,117457.56,0.05
OI0000382,O000152,P00619,3,22448.6,0.0
OI0000383,O000153,P00821,3,7383.86,0.0
OI0000384,O000154,P00303,1,59347.35,0.0
OI0000385,O000155,P00233,1,10237.3,0.05
OI0000386,O000156,P00259,2,97575.73,0.0
OI0000387,O000156,P00852,1,132857.66,0.1
OI0000388,O000156,P00235,3,14717.84,0.0
OI0000389,O000156,P00276,1,57312.79,0.15
OI0000390,O000157,P00739,1,86604.36,0.05
OI0000391,O000157,P00201,2,111882.67,0.2
OI0000392,O000157,P00200,1,1687.44,0.0
OI0000393,O000158,P00639,2,41111.65,0.05
OI0000394,O000158,P00807,2,25344.52,0.0
OI0000395,O000158,P00717,1,24416.77,0.0
OI0000396,O000158,P00024,2,13380.42,0.0
OI0000397,O000159,P00695,1,11121.48,0.1
OI0000398,O000159,P00397,2,36205.24,0.05
OI0000399,O000159,P00963,2,41254.36,0.0
OI0000400,O000160,P00444,3,10416.31,0.0
OI0000401,O000161,P00930,1,154941.36,0.1
OI0000402,O000161,P00120,2,33268.51,0.15
OI0000403,O000161,P00951,2,15312.97,0.15
OI0000404,O000162,P00745,1,28730.47,0.0
OI0000405,O000162,P00165,3,181102.69,0.15
OI0000406,O000162,P00679,1,4679.79,0.0
OI0000407,O000162,P01000,1,4811.39,0.15
OI0000408,O000163,P00936,1,92047.98,0.15
OI0000409,O000163,P00525,1,157258.39,0.0
OI0000410,O000164,P00539,1,33865.51,0.05
OI0000411,O000164,P00691,1,172094.36,0.05
OI0000412,O000165,P00077,3,104784.22,0.0
OI0000413,O000165,P00081,3,35412.21,0.0
OI0000414,O000166,P00005,1,13097.01,0.0
OI0000415,O000166,P00665,3,16292.65,0.0
OI0000416,O000166,P00526,1,5991.07,0.0
OI0000417,O000167,P00119,2,81712.85,0.05
OI0000418,O000167,P00111,1,43722.64,0.0
OI0000419,O000167,P00097,3,144299.83,0.0
OI0000420,O000168,P00894,1,65375.05,0.0
OI0000421,O000168,P00818,1,116668.46,0.05
OI0000422,O000169,P00298,1,27621.13,0.05
OI0000423,O000169,P00206,1,23552.58,0.0
OI0000424,O000169,P00312,1,81184.4,0.2
OI0000425,O000170,P00317,2,21319.83,0.0
OI0000426,O000170,P00421,1,147646.45,0.0
OI0000427,O000171,P00560,1,20380.74,0.15
OI0000428,O000171,P00359,1,92506.49,0.0
OI0000429,O000171,P00130,2,11911.0,0.0
OI0000430,O000171,P00697,1,116285.95,0.2
OI0000431,O000172,P00098,1,17556.7,0.0
OI0000432,O000172,P00382,1,69022.76,0.0
OI0000433,O000172,P00903,3,168878.66,0.15
OI0000434,O000173,P00777,1,4554.39,0.05
OI0000435,O000173,P00383,2,23024.88,0.2
OI0000436,O000173,P00316,2,135172.05,0.0
OI0000437,O000174,P00709,2,65784.22,0.1
OI0000438,O000174,P00311,2,6868.12,0.0
OI0000439,O000175,P00597,1,115855.65,0.0
OI0000440,O000175,P00481,1,150227.98,0.05
OI0000441,O000176,P00594,2,36452.23,0.1
OI0000442,O000176,P00945,1,12690.76,0.05
OI0000443,O000176,P00975,2,20268.3,0.05
OI0000444,O000176,P00246,1,4439.82,0.1
OI0000445,O000177,P00545,1,17013.83,0.1
OI0000446,O000177,P00085,3,164494.0,0.0
OI0000447,O000178,P00079,1,104905.36,0.1
OI0000448,O000178,P00343,1,5222.09,0.0
OI0000449,O000178,P00126,2,54952.95,0.15
OI0000450,O000179,P00294,1,29252.62,0.1
OI0000451,O000180,P00511,3,14063.99,0.15
OI0000452,O000180,P00968,2,6870.65,0.05
OI0000453,O000180,P00544,1,29936.12,0.1
OI0000454,O000180,P00102,3,144749.5,0.05
OI0000455,O000181,P00692,1,140737.02,0.0
OI0000456,O000181,P00324,1,14740.09,0.0
OI0000457,O000181,P00210,1,9097.13,0.15
OI0000458,O000182,P00879,1,33735.23,0.15
OI0000459,O000182,P00768,1,9775.48,0.0
OI0000460,O000183,P00977,3,104826.6,0.0
OI0000461,O000183,P00473,1,58858.34,0.15
OI0000462,O000183,P00630,3,45666.54,0.05
OI0000463,O000183,P00873,2,75443.94,0.05
OI0000464,O000184,P00666,2,153879.41,0.2
OI0000465,O000184,P00282,2,39757.95,0.0
OI0000466,O000184,P00227,1,69453.19,0.05
OI0000467,O000184,P00600,2,106699.37,0.1
OI0000468,O000185,P00920,1,49470.81,0.0
OI0000469,O000185,P00612,1,122042.04,0.15
OI0000470,O000186,P00879,1,33735.23,0.0
OI0000471,O000186,P00788,2,182423.86,0.0
OI0000472,O000186,P00418,1,98981.04,0.05
OI0000473,O000187,P00975,1,20268.3,0.05
OI0000474,O000187,P00822,2,121693.23,0.0
OI0000475,O000187,P00255,1,30311.39,0.0
OI0000476,O000187,P00985,1,59099.93,0.05
OI0000477,O000188,P00144,3,190133.08,0.15
OI0000478,O000188,P00863,1,97879.3,0.0
OI0000479,O000188,P00640,1,103137.14,0.0
OI0000480,O000188,P00815,2,27238.87,0.0
OI0000481,O000189,P00270,1,61991.55,0.0
OI0000482,O000189,P00079,1,104905.36,0.15
OI0000483,O000190,P00046,3,53143.36,0.0
OI0000484,O000191,P00551,3,55096.18,0.05
OI0000485,O000191,P00214,1,25043.55,0.05
OI0000486,O000192,P00345,1,75917.28,0.05
OI0000487,O000193,P00683,1,11054.09,0.05
OI0000488,O000194,P00671,1,3247.45,0.0
OI0000489,O000195,P00770,3,85290.79,0.05
OI0000490,O000195,P00506,1,68386.66,0.0
OI0000491,O000195,P00637,3,896.13,0.1
OI0000492,O000196,P00860,2,7679.39,0.0
OI0000493,O000196,P00308,1,7953.56,0.0
OI0000494,O000197,P00124,1,17063.43,0.05
OI0000495,O000198,P00843,3,47920.85,0.1
OI0000496,O000198,P00643,1,1799.8,0.0
OI0000497,O000198,P00116,1,11430.48,0.2
OI0000498,O000199,P00375,1,13999.61,0.0
OI0000499,O000199,P00575,1,74862.07,0.0
OI0000500,O000199,P00937,3,25902.52,0.15
OI0000501,O000200,P00030,3,5533.54,0.05
OI0000502,O000200,P00851,2,4113.21,0.2
OI0000503,O000200,P00242,2,27244.45,0.0
OI0000504,O000201,P00143,1,172719.36,0.0
OI0000505,O000201,P00174,1,135772.51,0.0
OI0000506,O000201,P00079,2,104905.36,0.0
OI0000507,O000201,P00727,1,10520.15,0.05
OI0000508,O000202,P00747,1,88293.87,0.0
OI0000509,O000202,P00348,1,245621.8,0.0
OI0000510,O000203,P00020,1,89268.86,0.05
OI0000511,O000203,P00073,1,12860.32,0.1
OI0000512,O000204,P00607,1,132367.32,0.1
OI0000513,O000204,P00808,2,14530.62,0.0
OI0000514,O000204,P00938,3,136325.02,0.0
OI0000515,O000205,P00133,1,2057.53,0.0
OI0000516,O000205,P00795,1,184417.86,0.0
OI0000517,O000205,P00717,2,24416.77,0.0
OI0000518,O000205,P00718,1,6675.91,0.0
OI0000519,O000206,P00718,3,6675.91,0.0
OI0000520,O000206,P00504,1,41675.48,0.15
OI0000521,O000206,P00072,1,80208.7,0.05
OI0000522,O000206,P00585,2,6567.95,0.1
OI0000523,O000207,P00302,1,130961.18,0.15
OI0000524,O000207,P00469,3,6344.54,0.0
OI0000525,O000207,P00769,1,38028.7,0.0
OI0000526,O000207,P00595,1,13026.35,0.2
OI0000527,O000208,P00339,3,54668.79,0.05
OI0000528,O000208,P00472,2,225468.58,0.0
OI0000529,O000208,P00421,1,147646.45,0.0
OI0000530,O000209,P00009,1,140059.0,0.0
OI0000531,O000210,P00155,1,5736.3,0.1
OI0000532,O000210,P00274,1,143547.09,0.0
OI0000533,O000210,P00987,1,140039.9,0.0
OI0000534,O000211,P00200,1,1687.44,0.1
OI0000535,O000211,P00761,2,156876.53,0.15
OI0000536,O000212,P00629,1,28951.67,0.0
OI0000537,O000213,P00635,2,15301.47,0.05
OI0000538,O000213,P00541,1,164566.97,0.1
OI0000539,O000213,P00995,2,22515.17,0.05
OI0000540,O000213,P00852,3,132857.66,0.0
OI0000541,O000214,P00582,1,3575.87,0.15
OI0000542,O000214,P00112,1,5461.08,0.15
OI0000543,O000214,P00647,1,174946.38,0.1
OI0000544,O000215,P00112,1,5461.08,0.0
OI0000545,O000215,P00156,3,210192.64,0.1
OI0000546,O000215,P00171,1,94911.59,0.0
OI0000547,O000216,P00691,1,172094.36,0.1
OI0000548,O000217,P00441,1,67987.77,0.05
OI0000549,O000218,P00058,1,54797.08,0.05
OI0000550,O000218,P00191,1,29692.15,0.15
OI0000551,O000219,P00887,3,67184.27,0.05
OI0000552,O000220,P00738,1,133426.35,0.05
OI0000553,O000221,P00161,1,13994.25,0.0
OI0000554,O000221,P00146,3,129389.21,0.1
OI0000555,O000221,P00632,2,19746.67,0.0
OI0000556,O000222,P00323,2,179384.46,0.05
OI0000557,O000222,P00758,3,5997.55,0.0
OI0000558,O000223,P00561,3,149012.64,0.0
